ChartSource,Season,Japanese Title,Romaji Title,English Title,Additional Titles,Medium,Continuing,Summary,Tags,StartDate,Episodes,Images,Studios,Amazon,Amazon Instant Video Us,Anidb,Anilist,Anime-Planet,Anisearch,Comic Festa Anime Zone,Crunchyroll,Funimation,Hulu,Kitsu,Mal,Mal2,Netflix,Official Site,Official Site2,Preview,Twitter,Twitter2,Website,Youtube,Youtube2
"AniChart (100727), Livechart (2921)",Spring-2018,鹿楓堂よついろ日和,Rokuhoudou Yotsuiro Biyori,Rokuhoudou Yotsuiro Biyori,,,False,"(From AniChart)
Four men—Gure, Sui, Tokitaka, and Tsubaki—each help run a Japanese tea shop together called Rokuhoudou. When one visits the shop, they are greeted warmly, is served tea, and are often helped with any problems they may have.
<br><br>
(Source: Anime's Website)
(From Livechart)
Four men—Gure, Sui, Tokitaka, and Tsubaki—each help run a Japanese tea shop together called Rokuhoudou. When one visits the shop, they are greeted warmly, is served with tea, and are often helped with any problems they may have.
(Source: MyAnimeList News)","Slice of Life, Seinen",11/04/2018 12:30 +0900,0,"https://cdn.anilist.co/img/dir/anime/reg/100727-4xrB9ihh3DZx.jpg, https://u.livechart.me/anime/poster_images/2921/ef41ad76420868242144c03d80c4b92c:small.jpg",ZEXCS,,,http://anidb.net/a13502,https://anilist.co/anime/100727,http://www.anime-planet.com/anime/rokuhoudou-yotsuiro-biyori,https://www.anisearch.com/anime/12882,,,,,https://kitsu.io/anime/13932,http://myanimelist.net/anime/36513,https://myanimelist.net/anime/36513,,http://rokuhoudou-anime.jp/,,https://www.youtube.com/watch?v=gYPlQqgZRhs,https://twitter.com/RokuhoudouAnime,,http://rokuhoudou-anime.jp,www.youtube.com/watch?v=gYPlQqgZRhs,
"AniChart (99963), Livechart (2286)",Spring-2018,ニル・アドミラリの天秤,Nil Admirari no Tenbin,Nil Admirari no Tenbin,", Libra of Nil Admirari",,False,"(From AniChart)
The Taishou era didn’t end in 15 years, but went on for another 25.<br><br>

In order to protect her waning family, a girl resolves to marry a man she doesn’t even know the name of. However, just before the marriage was to take place, the girl’s younger brother mysteriously committed suicide by self-immolation and was found holding an old book in his hands.<br><br>

Appearing before the bewildered young girl was the “Imperial Library Intelligence Asset Management Bureau”- more commonly referred to as “Fukurou”.<br><br>

According to these men, there exists “Maremono”, which are books that greatly affects its readers. On top of that, ever since the incident involving the girl’s younger brother, she unwittingly gains the ability to see “Auras” (the sentiments of the Maremono which manifest as bright lights and are usually invisible to humans). It was as though fate were trying to drag the young girl in its flames.<br><br>

And then, even though apprehensive, the girl chooses to venture outside her bird cage.<br><br>

Jealousy, hatred, scorn, compassion and love.
What awaited the girl was the darkness of betrayal that had already begun to bewitchingly inlay the imperial capital.<br><br>

Toyed by and swayed within that darkness, will the young girl finally reach the truth after her struggles, or…?<br><br>

(Source: VNDB)
(From Livechart)
The Taishou era didn’t end in 15 years, but went on for another 25. In order to protect her waning family, a girl resolves to marry a man she doesn’t even know the name of. However, just before the marriage was to take place, the girl’s younger brother mysteriously committed suicide by self-immolation and was found holding an old book in his hands. Appearing before the bewildered young girl was the ""Imperial Library Intelligence Asset Management Bureau,"" more commonly referred to as ""Fukurou."" According to these men, there exists ""Maremono,"" which are books that greatly affects its readers. On top of that, ever since the incident involving the girl’s younger brother, she unwittingly gains the ability to see ""Auras"" (the sentiments of the Maremono which manifest as bright lights and are usually invisible to humans). It was as though fate were trying to drag the young girl in its flames. And then, even though apprehensive, the girl chooses to venture outside her bird cage. Jealousy, hatred, scorn, compassion and love. What awaited the girl was the darkness of betrayal that had already begun to bewitchingly inlay the imperial capital. Toyed by and swayed within that darkness, will the young girl finally reach the truth after her struggles, or…?
(Source: VNDB, MAL News)","Reverse Harem, Female Protagonist, Romance, Fantasy, Historical",08/04/2018 21:00 +0900,0,"https://cdn.anilist.co/img/dir/anime/reg/99963-Ba9A0PJqmv3F.jpg, https://u.livechart.me/anime/poster_images/2286/b168c7bcb07cc45a4425cd5c7ce79ea2.png:small.jpg",Zero-G,,,http://anidb.net/a12333,https://anilist.co/anime/99963,http://www.anime-planet.com/anime/nil-admirari-no-tenbin-teito-genwaku-kitan,https://www.anisearch.com/anime/12113,,,,,https://kitsu.io/anime/12762,http://myanimelist.net/anime/33850,https://myanimelist.net/anime/33850,,http://nilad-anime.com/,,https://www.youtube.com/watch?v=s2kTLRE71_I,https://twitter.com/nilad_anime,,http://nilad-anime.com,www.youtube.com/watch?v=sYE2YYd1Sms,
"AniChart (21127), Livechart (1489)",Spring-2018,シュタインズ・ゲート ゼロ,Steins;Gate 0,Steins;Gate 0,,,False,"(From AniChart)
The dark untold story of Steins;Gate that leads with the eccentric mad scientist Okabe, struggling to recover from a failed attempt at rescuing Kurisu. He decides to give up and abandons his lively scientist alter ego, in pursuit to forget the past. When all seems to be normal, he is seemingly pulled back into the past by meeting an acquaintance of Kurisu, who tells him that they have begun testing a device that stores the memory of a human and creates a simulation of them with their characteristics and personalities. Okabe begins testing and finds out that the simulation of Kurisu has brought back anguish and some new unexpected tragedies.
<br><br>
Zero is a side story that explores events from the Beta Attractor Field's future that contribute in making the end of the original story possible.
<br><br>
(Source: MAL)
(From Livechart)
An alternate ending to Steins;Gate that leads with the eccentric mad scientist Okabe, struggling to recover from a failed attempt at rescuing Kurisu. He decides to give up and abandons his lively scientist alter ego, in pursuit to forget the past. When all seems to be normal, he is seemingly pulled back into the past by meeting an acquaintance of Kurisu, who tells him that they have begun testing a device that stores the memory of a human and creates a simulation of them with their characteristics and personalities. Okabe begins testing and finds out that the simulation of Kurisu has brought back anguish and some new unexpected tragedies...
(Source: MyAnimeList)","Drama, Sci-Fi, Thriller",12/04/2018 12:35 +0900,23,"https://cdn.anilist.co/img/dir/anime/reg/21127-JDu91CY9kHOI.jpg, https://u.livechart.me/anime/poster_images/1489/408a917cb207a4e792a3b122f486aae3.png:small.jpg",White Fox,,,http://anidb.net/a11167,https://anilist.co/anime/21127,http://www.anime-planet.com/anime/steins-gate-0,https://www.anisearch.com/anime/10345,,,,,https://kitsu.io/anime/10788,http://myanimelist.net/anime/30484,https://myanimelist.net/anime/30484,,http://steinsgate0-anime.com/,,https://www.youtube.com/watch?v=IVVihb4-cHo,https://twitter.com/SG_anime,,http://steinsgate0-anime.com,www.youtube.com/watch?v=IVVihb4-cHo,
AniChart (100745),Spring-2018,キャプテン翼,Captain Tsubasa (2018),Captain Tsubasa (2018),,TV,False,"(From AniChart)
Remake of the first series.  
<br><br>
Tsubasa Oozora is an 11-year-old elementary school student who is deeply in love with football and dreams of one day winning the FIFA World Cup for Japan. He lives together with his mother in Japan, while his father is a seafaring captain who travels around the world. Tsubasa Ozora moves to the town Nankatsu to increase his skills as a soccer player. He is challenged by the Super Goalkeeper Genzo Wakabayashi. He then agrees to compete and see who was the best soccer player there.
<br><br>
(Source: ANN)","Action, Sports",03/04/2018 12:35 +0900,52,https://cdn.anilist.co/img/dir/anime/reg/100745-yXuUvH03TmCm.jpg,David Production,,,,https://anilist.co/anime/100745,,,,,,,,http://myanimelist.net/anime/36934,,,http://ball-ha-tomodachi.com/,,,https://twitter.com/tsubasa_news,,,www.youtube.com/watch?v=uUK4zTkcz1U,
AniChart (100240),Spring-2018,東京喰種-トーキョーグール-:re,Tokyo Ghoul:re,Tokyo Ghoul:re,,TV,False,"(From AniChart)
Two years have passed since the CCG’s raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG’s growing threat to their existence.
The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo’s unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there’s more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be.","Horror, Mystery, Supernatural, Psychological",03/04/2018 10:00 +0900,0,https://cdn.anilist.co/img/dir/anime/reg/100240-mCees1tlITGE.jpg,Studio Pierrot,,,,https://anilist.co/anime/100240,,,,,,,,http://myanimelist.net/anime/36511,,,http://www.marv.jp/special/tokyoghoul/,,,https://twitter.com/tkg_anime,,,www.youtube.com/watch?v=dZ36ToJLHtA,
AniChart (20628),Spring-2018,銀河英雄伝説  -Die Neue These- 邂逅,Ginga Eiyuu Densetsu -Die Neue These- Kaikou,Legend of the Galactic Heroes: The New Thesis - Encounter,,TV,False,"(From AniChart)
In humanity's distant future, two interstellar states—the monarchic Galactic Empire and the democratic Free Planets Alliance—are embroiled in a never-ending war. The story focuses on the exploits of rivals Reinhard von Müsel and Yang Wen Li as they rise to power and fame in the Galactic Empire and the Free Planets Alliance. 
<br><br>
(Source: Wikipedia)","Space, Military, Drama, Sci-Fi, Action",03/04/2018 08:00 +0900,12,https://cdn.anilist.co/img/dir/anime/reg/20628-46V7oj6rr9Ma.jpg,Production I.G,,,,https://anilist.co/anime/20628,,,,,,,,http://myanimelist.net/anime/31433,,,http://gineiden-anime.com/,,,https://twitter.com/gineidenanime,,,www.youtube.com/watch?v=lXEm5aaWHgI,
AniChart (100500),Spring-2018,かくりよの宿飯,Kakuriyo no Yadomeshi,Kakuriyo no Yadomeshi,,TV,False,"(From AniChart)
The series centers on a female college student named Aoi, who inherited the ability to see spirits from her late grandfather. Aoi prides herself on her cooking, and one day she's feeding some agricultural spirits when suddenly a god and the master of the ""Tenshinya"" (Heavenly Inn) appears and takes Aoi away. He says that due to her grandfather's debts, she must become his bride. Aoi hates this idea and instead declares that she will pay back her grandfather's debt by working at the Tenshinya. 
<br><br>
(Source: ANN)",Supernatural,02/04/2018 09:30 +0900,0,https://cdn.anilist.co/img/dir/anime/reg/100500-39ZWkWQNA5tl.jpg,GONZO,,,,https://anilist.co/anime/100500,,,,,,,,http://myanimelist.net/anime/36754,,,http://kakuriyo-anime.com/,,,https://twitter.com/kakuriyo_anime,,,www.youtube.com/watch?v=9ZMHM6KHR1g,
"AniChart (100251), Livechart (2924)",Spring-2018,奴隷区 The Animation,Dorei-ku The Animation,Dorei-ku The Animation,"Doreiku - Boku to Nijuusannin no Dorei, 23slaves and me, Dorei-ku: Boku to 23-nin no Dorei, , Dorei-ku: Boku to 23-nin no Dorei - The Animation, Slave District: 23 Slaves and Me - The Animation",,False,"(From AniChart)
What if you could enslave anyone you ever wanted? Well, this comes close. The SCM lets you enslave anyone who is also wearing an SCM, at a price. One must win over the other, at the cost of anything, in order for the other to become their slave.
<br><br>
(Source: MU)
(From Livechart)
What if you could enslave anyone you ever wanted? Well, this comes close. The SCM lets you enslave anyone who is also wearing an SCM, at a price. One must win over the other, at anything, in order for the other to become their slave.
(Source: Baka-Updates Manga)","Drama, Psychological",14/04/2018 12:30 +0900,0,"https://cdn.anilist.co/img/dir/anime/reg/100251-EuvW7nCLLpyS.jpg, https://u.livechart.me/anime/poster_images/2924/92e3c424c0fbcf69a6a88419a2caf947.png:small.jpg","Zero-G, TNK",,,http://anidb.net/a13505,https://anilist.co/anime/100251,http://www.anime-planet.com/anime/dorei-ku-boku-to-23-nin-no-dorei,https://www.anisearch.com/anime/12900,,,,,https://kitsu.io/anime/40960,http://myanimelist.net/anime/36525,https://myanimelist.net/anime/36525,,http://doreiku-anime.com/,,https://www.youtube.com/watch?v=C80pRoeCDr0,https://twitter.com/doreiku_anime,,http://doreiku-anime.com,www.youtube.com/watch?v=C80pRoeCDr0,
AniChart (100773),Spring-2018,『食戟のソーマ 餐ノ皿』 遠月列車篇,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Food Wars The Third Plate: Tootsuki Train Arc,,TV,False,"(From AniChart)
The second cour of the third season of <i>Shokugeki no Souma</i>.","Comedy, Ecchi",09/04/2018 11:30 +0900,0,https://cdn.anilist.co/img/dir/anime/reg/100773-KLx4vR0TiC5o.jpg,J.C. Staff,,,,https://anilist.co/anime/100773,,,,,,,,http://myanimelist.net/anime/36949,,,http://shokugekinosoma.com/,,,https://twitter.com/shokugeki_anime,,,www.youtube.com/watch?v=8uEl3f8On1U,
AniChart (98473),Spring-2018,Lostorage Conflated WIXOSS,Lostorage Conflated WIXOSS,Lostorage Conflated WIXOSS,,TV,False,"(From AniChart)
The second season of <i>Lostorage incited WIXOSS</i>.","Card Battle, Psychological",07/04/2018 11:30 +0900,0,https://cdn.anilist.co/img/dir/anime/reg/98473-1Sge8XSDWtoY.jpg,J.C. Staff,,,,https://anilist.co/anime/98473,,,,,,,,http://myanimelist.net/anime/34607,,,http://lostorage-wixoss.com/,,,https://twitter.com/wixoss_anime,,,www.youtube.com/watch?v=WAUYIdUI4ww,
"AniChart (100010), Livechart (2848)",Spring-2018,魔法少女サイト,Mahou Shoujo Site,Magical Girl Site,,,False,"(From AniChart)
Asagiri Aya is a young girl who has fallen victim to bullies at her school. Looking for a way to escape her troubles, she looks to the internet for distraction, when a mysterious website called ""Magical Girl Site"" appears. Simply viewing the page is all it takes to hurtle Aya headlong into the deadly world of the Magical Girl Apocalypse. There, it’s fight or die, against a seemingly endless array of savagely adorable, frilly-skirted killing machines, each armed with magical powers and an unquenchable thirst for blood and chaos. 
<br><br>
(Source: Seven Seas Entertainment)
(From Livechart)
Asagiri Aya, a girl bullied at school and at home. One day, an eerie website, Mahou Shoujo Site, flashes on her computer screen and welcomes her to the Mahou Shoujo World.
(Source: Baka-Updates)","Drama, Horror, Psychological, Supernatural, Mahou Shoujo",07/04/2018 13:55 +0900,12,"https://cdn.anilist.co/img/dir/anime/reg/100010-pL6r0CxkXh2q.jpg, https://u.livechart.me/anime/poster_images/2848/30572ee082ed616cb5ff2f6d40ee88e8.png:small.jpg",production doA,,,http://anidb.net/a13424,https://anilist.co/anime/100010,http://www.anime-planet.com/anime/magical-girl-site,https://www.anisearch.com/anime/12779,,,,,https://kitsu.io/anime/14137,http://myanimelist.net/anime/36266,https://myanimelist.net/anime/36266,,http://mahoushoujyo-anime.com/,,https://www.youtube.com/watch?v=wscTBJ3nX8k,https://twitter.com/MGSanime,,http://mahoushoujyo-anime.com,www.youtube.com/watch?v=wscTBJ3nX8k,
"AniChart (101036), Livechart (3066)",Spring-2018,ガンダムビルドダイバーズ,Gundam Build Divers,Gundam Build Divers,,,False,"(From AniChart)
The Gunpla Force Battle Tournament is a big event held in GBN once per year. Competing in the final round are Avalon, led by the champion Kyoya Kujo, and the elite 7th Panzer Division led by the cunning Rommel. Starting with Kyoya's Gundam AGE II Magnum, a variety of Gunpla take to the field to determine which is the strongest force!<br>
<br>
(Source: Gundam.info)
(From Livechart)
The Gunpla Force Battle Tournament is a big event held in GBN once per year. Competing in the final round are Avalon, led by the champion Kyoya Kujo, and the elite 7th Panzer Division led by the cunning Rommel. Starting with Kyoya's Gundam AGE II Magnum, a variety of Gunpla take to the field to determine which is the strongest force!","Action, Mecha, Sci-Fi",03/04/2018 16:55 +0900,0,"https://cdn.anilist.co/img/dir/anime/reg/101036-XhEmZnLx9JHE.jpg, https://u.livechart.me/anime/poster_images/3066/9c18036dfcd3a37751584624f8e3d2f9:small.jpg","Sunrise, Studio TBD",,,http://anidb.net/a13774,https://anilist.co/anime/101036,http://www.anime-planet.com/anime/gundam-build-divers,https://www.anisearch.com/anime/13305,,,,,,http://myanimelist.net/anime/37245,https://myanimelist.net/anime/37245,,http://gundam-bd.net/,,https://www.youtube.com/watch?v=-zR55C33TLA,https://twitter.com/gundambd,,http://gundam-bd.net,www.youtube.com/watch?v=-zR55C33TLA,
AniChart (98477),Spring-2018,實驗品家庭,Shiyan Pin Jiating,Shiyan Pin Jiating,Shiyan Pin Jiating: Frankenstein Family,TV,False,"(From AniChart)
A scientist couple has been arrested for conducting illegal studies, allegedly for performing genetic modification on five of their children. Youngest children, Dannis, is the only one who grew up as a normal human, and has become the only family member who has to tend to rest of the members and to try to find a medicine to turn them into normal humans again.<br>
<br>
Dog human, plant gene, spider web gene, as well as mind reading, how will these family members who grew up in the laboratory survive in the outside world?!<br>
<br>
(Source: MAL News; edited)","Sci-Fi, Supernatural",09/04/2018 06:30 +0900,0,https://cdn.anilist.co/img/dir/anime/reg/98477-nhh6Sl7JkXZN.jpg,"Big Firebird Cultural Media Co., Ltd.",,,,https://anilist.co/anime/98477,,,,,,,,http://myanimelist.net/anime/36397,,,http://frankenstein-family.animen.com.tw/,,,,,,www.youtube.com/watch?v=4u_2PbMgwR8,https://www.youtube.com/channel/UCs6kbBiqGDAQGDtxPVslMOg
AniChart (100526),Spring-2018,3D彼女,3D Kanojo,3D Kanojo,"Real Girl, 3D Girlfriend, , ",TV,False,"(From AniChart)
Hikari Tsutsui is a high school boy who is satisfied with the virtual girls he encounters in anime and games. He does not have many friends and he lives in his own world. One day, when he is stuck on pool cleaning duty, he is approached by Iroha, a ""real girl"" who is showy and popular with boys.<br><br>

(Source: ANN)","Shoujo, Romance",04/04/2018 12:59 +0900,12,https://cdn.anilist.co/img/dir/anime/reg/100526-LqDnjcIhDakp.jpg,Hoods Entertainment,,,,https://anilist.co/anime/100526,,,,,,,,http://myanimelist.net/anime/36793,,,http://www.3dkanojo-anime.com/,,,https://twitter.com/3Dkanojo_anime,,,,
"AniChart (98479), Livechart (2593)",Spring-2018,グラゼニ,Gurazeni,Gurazeni,,,False,"(From AniChart)
The ""baseball money survival"" story focuses on a baseball team that operates as a highly-stratified society, where the player's performance determines his annual salary. The story follows an eight-year relief pitcher with an odd left-handed side-arm throw as he fights to survive under the team's strict system.<br><br>

(Source: ANN)
(From Livechart)
This is the story of Natsunosuke Honda, a pro baseball player—a relief pitcher who has been playing pro in a team called Spiders for 8 years. The team operates as a highly-stratified society, where the player's performance determines his annual salary. Natsunosuke is one of the highest paid players in the game. He measures how good players are by how much money they make, and he intends to be on top and stay there, and as such is always looking for players to challenge and does everything to insure that he is better than they are.
(Source: MyAnimeList)","Baseball, Sports, Seinen",06/04/2018 21:30 +0900,0,"https://cdn.anilist.co/img/dir/anime/reg/98479-YteIiMYKnVP3.jpg, https://u.livechart.me/anime/poster_images/2593/4221743e216526d82a2de94174aa5c55:small.jpg",Studio DEEN,,,http://anidb.net/a12995,https://anilist.co/anime/98479,http://www.anime-planet.com/anime/gurazeni,https://www.anisearch.com/anime/12370,,,,,https://kitsu.io/anime/13981,http://myanimelist.net/anime/35183,https://myanimelist.net/anime/35183,,https://www.bs-sptv.com/gurazeni/,,https://www.dailymotion.com/video/x6e96yp,https://twitter.com/sptv_gurazeni,,,www.youtube.com/watch?v=dm--x6e96yp,
AniChart (100785),Spring-2018,レイトンミステリー探偵社：カトリーのナゾトキファイル,Layton Mystery Tanteisha: Katori no Nazotoki File,Layton Mystery Detective Agency: Kat's Mystery-Solving Files,,TV,False,"(From AniChart)
50 Puzzling Episodes, One Gentlewoman Extraordinaire and a Whole Load of New Mysteries coming to the small screen in 2018!
<br>
<br>
(Source: Picarats)","Female Protagonist, Adventure, Mystery",08/04/2018 19:30 +0900,50,https://cdn.anilist.co/img/dir/anime/reg/100785-ejf8LKhYbYhv.jpg,LIDENFILMS,,,,https://anilist.co/anime/100785,,,,,,,,http://myanimelist.net/anime/37023,,,https://www.layton-anime.jp/,,,https://twitter.com/anime_layton,,,www.youtube.com/watch?v=bF4k_u45f8c,
"AniChart (101043), Livechart (3059)",Spring-2018,アイカツフレンズ!,Aikatsu Friends!,Aikatsu Friends!,,,False,"(From AniChart)
""Let's go, together! Head for the goal, Diamond Friends!!""<br><br>

The new anime will have a theme of ""Aikatsu with your friends!"" and will center on a new protagonist named Aine Yuuki, who is good at making friends, and is enrolled in Star Harmony Academy's general education track. She befriends Mio Minato, the school's top idol, and becomes an idol herself.<br><br>

(Source: ANN)
(From Livechart)
The new anime will have a theme of ""Aikatsu with your friends!"" and will center on a new protagonist named Aine Yuuki, who is good at making friends, and is enrolled in Star Harmony Academy's general education track. She befriends Mio Minato, the school's top idol, and becomes an idol herself.
(Source: Anime News Network)","Idol, Music, School, Shoujo, Slice of Life",05/04/2018 06:25 +0900,0,"https://cdn.anilist.co/img/dir/anime/reg/101043-aaSFwmstF6Ea.jpg, https://u.livechart.me/anime/poster_images/3059/87a24e59f5c99d09a101e1a08b84bfac.png:small.jpg","Bandai Namco Pictures, BN Pictures",,,http://anidb.net/a13755,https://anilist.co/anime/101043,http://www.anime-planet.com/anime/aikatsu-friends,https://www.anisearch.com/anime/13284,,,,,https://kitsu.io/anime/41015,http://myanimelist.net/anime/37204,https://myanimelist.net/anime/37204,,http://www.aikatsu.com/friends/teaser/,,https://www.youtube.com/watch?v=FZCLLWA0Ybs,https://twitter.com/aikatsu_anime,,http://www.aikatsu.com/friends/,www.youtube.com/watch?v=jinurWYblbg,
"AniChart (100532), Livechart (2974)",Spring-2018,あまんちゅ！～あどばんす～,Amanchu! Advance,Amanchu! Advance,", Amanchu! 2nd Season",,False,"(From AniChart)
The second season of <i>Amanchu!</i>
(From Livechart)
Second season of ""Amanchu!""","Iyashikei, Primarily Female Cast, School Club, Swimming, Comedy, Slice of Life, School, Shounen",07/04/2018 22:00 +0900,12,"https://cdn.anilist.co/img/dir/anime/reg/100532-JsnQ0rsV9c5D.jpg, https://u.livechart.me/anime/poster_images/2974/f9259265f22d58e629ddb98e2f46e04a.png:small.jpg","J.C. Staff, J.C.Staff",,,http://anidb.net/a13583,https://anilist.co/anime/100532,http://www.anime-planet.com/anime/amanchu-advance,https://www.anisearch.com/anime/13020,,,,,https://kitsu.io/anime/14015,http://myanimelist.net/anime/36800,https://myanimelist.net/anime/36800,,http://amanchu-anime.com/,,https://www.youtube.com/watch?v=j1nTZwqGz0A,https://twitter.com/amanchu_anime,,http://amanchu-anime.com,www.youtube.com/watch?v=j1nTZwqGz0A,
"AniChart (101044), Livechart (3069)",Spring-2018,ラストピリオド －終わりなき螺旋の物語－,Last Period: Owarinaki Rasen no Monogatari,Last Period: Owarinaki Rasen no Monogatari,", Last Period: The Story of an Endless Spiral",,False,"(From AniChart)
The story takes place in a world where fantastic beasts called ""Spirals"" are born from isolation. Those who can defeat the beasts are called ""Periods."" Haru is an apprentice Period who belongs to the Arc End 8th Branch. However, after a mysterious theft incident, there is an economic collapse, and the Arc End headquarters abandons the 8th Division, leaving only three Periods left, including Haru. Haru and the other two Periods start their work to rebuild the 8th Division.<br><br>

(Source: ANN)
(From Livechart)
The story takes place in a world where fantastic beasts called ""Spirals"" are born from isolation. Those who can defeat the beasts are called ""Periods."" Haru is an apprentice Period who belongs to the Arc End 8th Branch. However, after a mysterious theft incident, there is an economic collapse, and the Arc End headquarters abandons the 8th Division, leaving only three Periods left, including Haru. Haru and the other two Periods start their work to rebuild the 8th Division.
(Source: game description via Anime News Network)","Adventure, Fantasy, Action, Magic",12/04/2018 12:00 +0900,12,"https://cdn.anilist.co/img/dir/anime/reg/101044-XUi5JZu1QXv9.jpg, https://u.livechart.me/anime/poster_images/3069/0db12360d1d50cc88bf3ad5761d109ae:small.jpg","J.C. Staff, J.C.Staff",,,http://anidb.net/a13779,https://anilist.co/anime/101044,http://www.anime-planet.com/anime/last-period-owarinaki-rasen-no-monogatari,https://www.anisearch.com/anime/13319,,,,,,http://myanimelist.net/anime/37254,https://myanimelist.net/anime/37254,,http://lastperiod.jp/,,https://www.youtube.com/watch?v=tOYYLXy0XQo,https://twitter.com/last_period,,http://lastperiod.jp,www.youtube.com/watch?v=tOYYLXy0XQo,
